cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2750ps,other_out_2750ps,margin_2750ps,correct_2750ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3150ps,other_out_3150ps,margin_3150ps,correct_3150ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node
55,initial_eval,55,1,False,False,0.0985538,0.0977414,0.000812406,0.13137,0.132206,0.00308846,0.00306438,0.0978503,0.0986626,True,0.288436375,0.0985538,0.0977414,0.000812406,True,0.0986096,0.0977973,0.000812359,True,0.0986554,0.0978431,0.000812324,True,0.0986652,0.0978529,0.000812273,True,0.0986642,0.0978519,0.000812265,True,0.10672,0.473012,0.469743,0.127738,0.256922,0.143785,0.435427,0.294144,0.336324,0.336327,1.14017,1.14017,,,,,,,,,
56,initial_eval,56,1,False,False,0.101596,0.100187,0.00140868,0.133889,0.13534,0.000464661,0.000448743,0.100296,0.101705,True,0.3319903,0.101596,0.100187,0.00140868,True,0.101652,0.100243,0.00140865,True,0.101697,0.100289,0.00140864,True,0.101707,0.100299,0.00140858,True,0.101706,0.100298,0.00140857,True,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.335962,0.335965,1.14019,1.14018,,,,,,,,,
57,initial_eval,57,1,False,False,0.104829,0.103853,0.000975179,0.137666,0.13867,-0.000971051,-0.000958499,0.103963,0.104938,True,0.36300319999999997,0.104829,0.103853,0.000975179,True,0.104885,0.103909,0.000975151,True,0.104931,0.103955,0.000975129,True,0.104941,0.103966,0.000975066,True,0.10494,0.103964,0.000975056,True,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.335737,0.335743,1.14017,1.14018,,,,,,,,,
58,initial_eval,58,1,False,False,0.102332,0.101464,0.0008678,0.135205,0.136098,0.0010067,0.000968017,0.101573,0.102441,True,0.30504495000000004,0.102332,0.101464,0.0008678,True,0.102388,0.10152,0.000867762,True,0.102434,0.101566,0.000867734,True,0.102444,0.101576,0.000867679,True,0.102443,0.101575,0.000867671,True,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.335986,0.335988,1.14023,1.14023,,,,,,,,,
59,initial_eval,59,1,False,False,0.117455,0.109243,0.0082114,0.14322,0.151676,0.00737276,0.00720337,0.109353,0.117565,True,0.235791625,0.117455,0.109243,0.0082114,True,0.117512,0.1093,0.0082116,True,0.117558,0.109346,0.00821175,True,0.117568,0.109356,0.0082117,True,0.117567,0.109355,0.00821162,True,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.337585,0.337523,1.14012,1.14004,,,,,,,,,
60,initial_eval,60,1,False,False,0.0784275,0.0740281,0.00439947,0.106923,0.111459,0.00786985,0.00785599,0.0741318,0.0785319,True,0.1511760125,0.0784275,0.0740281,0.00439947,True,0.0784808,0.0740809,0.00439988,True,0.0785248,0.0741246,0.00440019,True,0.0785339,0.0741338,0.00440014,True,0.0785331,0.074133,0.00440009,True,0.209429,0.0830459,0.168639,0.236886,0.0841124,0.264663,0.0826328,0.08,0.338841,0.338809,1.14036,1.14036,,,,,,,,,
61,initial_eval,61,1,False,False,0.0669104,0.0644253,0.00248513,0.0970134,0.0995753,0.00931212,0.00935746,0.0645253,0.0670104,True,0.19387995,0.0669104,0.0644253,0.00248513,True,0.0669612,0.064476,0.00248521,True,0.0670032,0.0645179,0.00248527,True,0.0670121,0.0645269,0.00248521,True,0.0670115,0.0645263,0.00248518,True,0.0863096,0.241792,0.27736,0.148773,0.247982,0.215356,0.199654,0.133813,0.338805,0.33882,1.14036,1.14036,,,,,,,,,
62,initial_eval,62,1,False,False,0.0923227,0.0907531,0.00156961,0.12417,0.125786,0.00189487,0.00189182,0.0908617,0.0924311,True,0.282842625,0.0923227,0.0907531,0.00156961,True,0.0923782,0.0908086,0.00156958,True,0.0924237,0.0908542,0.00156956,True,0.0924336,0.0908641,0.0015695,True,0.0924326,0.0908631,0.00156948,True,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.336175,0.336184,1.13999,1.14,,,,,,,,,
63,initial_eval,63,1,False,False,0.11124,0.103589,0.00765122,0.137411,0.1453,0.00425775,0.00414359,0.103704,0.111359,True,0.331628,0.11124,0.103589,0.00765122,True,0.111301,0.103648,0.00765319,True,0.111352,0.103697,0.0076548,True,0.111362,0.103707,0.00765507,True,0.111361,0.103706,0.00765499,True,0.306762,0.236775,0.145135,0.56106,0.770108,0.239122,0.139169,0.254893,0.336727,0.336701,1.14009,1.14002,,,,,,,,,
64,train,0,0,True,True,0.139004,0.145729,-0.00672505,0.173851,0.180785,0.000524498,0.000435415,0.139111,0.145841,False,0.44785974999999995,0.139004,0.145729,-0.00672505,False,0.13906,0.145787,-0.00672753,False,0.139105,0.145835,-0.00672956,False,0.139115,0.145845,-0.00672995,False,0.139114,0.145843,-0.00672988,False,0.741245,0.57729,0.633202,0.77011,0.107267,0.142146,0.109099,0.502519,0.336006,0.336001,0.491375,1.20614,0.0276025,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386
65,train,1,0,True,True,0.118905,0.122342,-0.0034363,0.153166,0.156704,4.80247e-05,-1.64193e-05,0.119015,0.122451,False,0.383877,0.118905,0.122342,-0.0034363,False,0.118962,0.122398,-0.00343633,False,0.119008,0.122444,-0.00343635,False,0.119018,0.122454,-0.00343625,False,0.119016,0.122453,-0.00343622,False,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.33596,0.335958,1.2027,0.216295,1.04641,1.04386,3.83671e-07,1.04386,3.83671e-07,1.04386,-1.04386,1.04386,1.04386
66,train,2,0,True,True,0.098512,0.100043,-0.0015307,0.132164,0.13374,0.00221837,0.00230417,0.098621,0.100152,False,0.29886775000000004,0.098512,0.100043,-0.0015307,False,0.0985679,0.100099,-0.00153068,False,0.0986137,0.100144,-0.00153067,False,0.0986236,0.100154,-0.00153059,False,0.0986226,0.100153,-0.00153057,False,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.336166,0.33619,1.20057,0.0975986,1.04641,1.04386,1.83641e-10,1.04386,1.83641e-10,1.04386,-1.04386,1.04386,1.04386
67,train,3,0,True,True,0.0925344,0.0932939,-0.000759575,0.126005,0.126788,0.000569808,0.000622496,0.0926434,0.0934028,False,0.34778837500000004,0.0925344,0.0932939,-0.000759575,False,0.09259,0.0933496,-0.00075952,False,0.0926357,0.0933952,-0.000759479,False,0.0926458,0.0934052,-0.000759386,False,0.0926449,0.0934043,-0.000759379,False,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.335963,0.335982,1.19992,0.00078781,1.04641,1.04386,8.78982e-14,1.04386,8.78982e-14,1.04386,-1.04386,1.04386,1.04386
68,train,4,0,True,True,0.109475,0.111145,-0.00166981,0.143456,0.145175,0.00108898,0.00106833,0.109584,0.111254,False,0.383445,0.109475,0.111145,-0.00166981,False,0.109531,0.111201,-0.00166981,False,0.109577,0.111247,-0.00166982,False,0.109587,0.111257,-0.00166976,False,0.109586,0.111256,-0.00166974,False,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.336078,0.336083,1.20361,0.252609,1.04641,1.04386,4.20718e-17,1.04386,4.20718e-17,1.04386,-1.04386,1.04386,1.04386
69,train,5,0,True,True,0.107539,0.1057,0.001839,0.141462,0.139568,0.000839007,0.000953145,0.107649,0.105809,True,0.37133174999999996,0.107539,0.1057,0.001839,True,0.107595,0.105756,0.00183908,True,0.107641,0.105802,0.00183914,True,0.107651,0.105812,0.00183916,True,0.10765,0.105811,0.00183914,True,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.336014,0.336046,0.246099,1.20341,0.0332418,1.04386,2.01373e-20,1.04386,2.01373e-20,1.04386,-1.04386,1.04386,1.04386
70,train,6,0,True,True,0.139038,0.133799,0.00523915,0.173905,0.168495,-0.00120477,-0.00105884,0.139153,0.133906,True,0.543639875,0.139038,0.133799,0.00523915,True,0.139097,0.133855,0.00524273,True,0.139146,0.1339,0.00524566,True,0.139156,0.13391,0.00524624,True,0.139155,0.133909,0.00524619,True,0.676339,0.66374,0.770114,0.650108,0.375466,0.351668,0.149631,0.712053,0.335789,0.33582,1.20608,0.491783,1.04641,1.04386,9.64402e-24,1.04386,9.64402e-24,1.04386,-1.04386,1.04386,1.04386
71,train,7,0,True,True,0.113686,0.106646,0.00703975,0.147792,0.140542,-0.00151539,-0.00127885,0.113795,0.106755,True,0.42723375,0.113686,0.106646,0.00703975,True,0.113742,0.106702,0.00703998,True,0.113788,0.106748,0.00704014,True,0.113798,0.106758,0.00704001,True,0.113797,0.106757,0.00703994,True,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.335647,0.335699,0.178112,1.20185,0.0343115,1.04386,4.61865e-27,1.04386,4.61865e-27,1.04386,-1.04386,1.04386,1.04386
72,train,8,0,True,True,0.112561,0.105887,0.00667303,0.146633,0.139761,-0.00100584,-0.000819599,0.11267,0.105997,True,0.41991187500000005,0.112561,0.105887,0.00667303,True,0.112617,0.105944,0.00667321,True,0.112663,0.105989,0.00667333,True,0.112673,0.106,0.00667328,True,0.112672,0.105999,0.00667321,True,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.335715,0.33576,0.177959,1.20184,0.0315657,1.04386,2.21193e-30,1.04386,2.21193e-30,1.04386,-1.04386,1.04386,1.04386
73,train,9,0,True,True,0.132753,0.122194,0.0105596,0.167416,0.15655,-0.00137305,-0.00109557,0.13286,0.122302,True,0.5125391,0.132753,0.122194,0.0105596,True,0.132809,0.12225,0.0105587,True,0.132854,0.122296,0.010558,True,0.132863,0.122305,0.0105577,True,0.132862,0.122304,0.0105576,True,0.715184,0.569406,0.590993,0.770114,0.328889,0.269307,0.0863048,0.770115,0.335792,0.335852,0.179724,1.20192,0.0281786,1.04386,1.05932e-33,1.04386,1.05932e-33,1.04386,-1.04386,1.04386,1.04386
74,train,10,0,True,True,0.10326,0.0989841,0.00427581,0.137054,0.13265,0.000502602,0.000777285,0.103369,0.0990931,True,0.34533500000000006,0.10326,0.0989841,0.00427581,True,0.103316,0.0990399,0.00427598,True,0.103362,0.0990857,0.00427611,True,0.103372,0.0990957,0.00427608,True,0.103371,0.0990947,0.00427603,True,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.335901,0.335977,0.0899294,1.2005,0.0310176,1.04386,5.07324e-37,1.04386,5.07324e-37,1.04386,-1.04386,1.04386,1.04386
75,train,11,0,True,True,0.115938,0.109525,0.00641295,0.150111,0.143507,0.000120453,0.000358405,0.116048,0.109635,True,0.40108024999999997,0.115938,0.109525,0.00641295,True,0.115995,0.109581,0.00641309,True,0.116041,0.109628,0.00641318,True,0.116051,0.109638,0.0064131,True,0.116049,0.109636,0.00641303,True,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.335869,0.335931,0.576545,1.17887,0.03087,1.04386,2.42964e-40,1.04386,2.42964e-40,1.04386,-1.04386,1.04386,1.04386
76,train,12,0,True,True,0.14493,0.132179,0.0127506,0.179954,0.166831,-0.00170071,-0.00141776,0.145039,0.132289,True,0.49262754999999997,0.14493,0.132179,0.0127506,True,0.144987,0.132236,0.0127507,True,0.145033,0.132282,0.0127508,True,0.145043,0.132292,0.0127507,True,0.145041,0.132291,0.0127506,True,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.33572,0.335768,0.663694,1.02605,0.0265758,1.04386,1.16359e-43,1.04386,1.16359e-43,1.04386,-1.04386,1.04386,1.04386
77,train,13,0,True,True,0.124764,0.114369,0.0103953,0.159198,0.148495,-0.000253747,2.05137e-05,0.124873,0.114478,True,0.41943698749999997,0.124764,0.114369,0.0103953,True,0.124821,0.114425,0.0103955,True,0.124867,0.114471,0.0103956,True,0.124877,0.114481,0.0103955,True,0.124875,0.11448,0.0103954,True,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.335899,0.335964,0.176068,1.20183,0.0291118,1.04386,5.57257e-47,1.04386,5.57257e-47,1.04386,-1.04386,1.04386,1.04386
78,train,14,0,True,True,0.133725,0.123431,0.0102946,0.168423,0.157826,-0.00169521,-0.00146435,0.133835,0.12354,True,0.5126675,0.133725,0.123431,0.0102946,True,0.133782,0.123487,0.0102948,True,0.133828,0.123533,0.0102948,True,0.133838,0.123543,0.0102947,True,0.133837,0.123542,0.0102946,True,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.335681,0.33573,0.180726,1.20194,0.0280564,1.04386,2.66878e-50,1.04386,2.66878e-50,1.04386,-1.04386,1.04386,1.04386
79,train,15,0,True,True,0.138834,0.127144,0.0116908,0.173681,0.161648,0.000713888,0.00101226,0.138943,0.127253,True,0.456683375,0.138834,0.127144,0.0116908,True,0.138891,0.1272,0.0116908,True,0.138937,0.127246,0.0116908,True,0.138947,0.127256,0.0116906,True,0.138945,0.127255,0.0116905,True,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.335994,0.33607,0.178002,1.20189,0.0273373,1.04386,1.27811e-53,1.04386,1.27811e-53,1.04386,-1.04386,1.04386,1.04386
80,train,16,0,True,True,0.0822573,0.0804431,0.00181422,0.115415,0.113544,0.00275858,0.00301697,0.0823655,0.0805506,True,0.30304525,0.0822573,0.0804431,0.00181422,True,0.0823124,0.0804979,0.00181455,True,0.0823577,0.0805429,0.0018148,True,0.0823676,0.0805527,0.00181486,True,0.0823668,0.0805519,0.00181484,True,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.336394,0.336495,3.31759e-08,1.19995,0.00418833,1.04386,6.12105e-57,1.04386,6.12105e-57,1.04386,-1.04386,1.04386,1.04386
81,train,17,0,True,True,0.140665,0.122501,0.0181645,0.175581,0.156864,-7.87473e-05,0.000290897,0.14078,0.122608,True,0.489279625,0.140665,0.122501,0.0181645,True,0.140725,0.122556,0.0181686,True,0.140774,0.122602,0.0181719,True,0.140784,0.122611,0.0181724,True,0.140782,0.12261,0.0181722,True,0.640951,0.717267,0.770113,0.685167,0.108697,0.284195,0.178522,0.529325,0.335934,0.336007,0.164613,1.20164,0.0239391,1.04386,2.93145e-60,1.04386,2.93145e-60,1.04386,-1.04386,1.04386,1.04386
82,train,18,0,True,True,0.148101,0.132997,0.0151039,0.183229,0.167677,-0.00273879,-0.00246218,0.148214,0.133108,True,0.6504166250000001,0.148101,0.132997,0.0151039,True,0.14816,0.133054,0.0151056,True,0.148208,0.133101,0.0151069,True,0.148218,0.133111,0.0151069,True,0.148217,0.13311,0.0151068,True,0.396961,0.770115,0.770115,0.710292,0.629719,0.710614,0.445404,0.770113,0.335618,0.335664,0.172557,1.20179,0.0260975,1.04386,1.40391e-63,1.04386,1.40391e-63,1.04386,-1.04386,1.04386,1.04386
83,train,19,0,True,True,0.14061,0.122993,0.0176172,0.175498,0.157369,0.000219536,0.0005753,0.140715,0.1231,True,0.531151625,0.14061,0.122993,0.0176172,True,0.140665,0.123048,0.0176165,True,0.140709,0.123093,0.017616,True,0.140718,0.123103,0.0176156,True,0.140717,0.123102,0.0176154,True,0.770115,0.613438,0.73708,0.770115,0.288301,0.178341,0.121709,0.770114,0.335984,0.336059,0.165726,1.20166,0.026957,1.04386,6.72351e-67,1.04386,6.72351e-67,1.04386,-1.04386,1.04386,1.04386
84,train,20,0,True,True,0.142108,0.126034,0.0160745,0.177046,0.160501,-0.000784386,-0.000494522,0.142215,0.126141,True,0.5292487499999999,0.142108,0.126034,0.0160745,True,0.142164,0.126089,0.0160746,True,0.14221,0.126135,0.0160747,True,0.142219,0.126145,0.0160744,True,0.142218,0.126144,0.0160743,True,0.75562,0.482195,0.633557,0.770114,0.106731,0.619649,0.159538,0.706586,0.335828,0.335884,0.169449,1.20173,0.0268011,1.04386,3.21998e-70,1.04386,3.21998e-70,1.04386,-1.04386,1.04386,1.04386
85,train,21,0,True,True,0.118995,0.112059,0.00693629,0.153259,0.146116,-6.5134e-05,0.000151688,0.119105,0.112168,True,0.3978995,0.118995,0.112059,0.00693629,True,0.119052,0.112115,0.00693643,True,0.119098,0.112161,0.00693652,True,0.119108,0.112171,0.00693646,True,0.119106,0.11217,0.00693639,True,0.618181,0.473595,0.444862,0.551244,0.122733,0.505327,0.128291,0.338963,0.335804,0.335855,0.187968,1.20206,0.0278315,1.04386,1.54209e-73,1.04386,1.54209e-73,1.04386,-1.04386,1.04386,1.04386
86,train,22,0,True,True,0.127217,0.111134,0.0160833,0.161732,0.145158,-0.00128797,-0.00104662,0.12733,0.111241,True,0.5125206250000001,0.127217,0.111134,0.0160833,True,0.127275,0.111189,0.0160863,True,0.127323,0.111234,0.0160888,True,0.127333,0.111244,0.0160891,True,0.127332,0.111243,0.016089,True,0.572917,0.476237,0.588594,0.770113,0.330766,0.770113,0.260624,0.330801,0.335761,0.335805,0.157988,1.2015,0.0289106,1.04386,7.38527e-77,1.04386,7.38527e-77,1.04386,-1.04386,1.04386,1.04386
87,train,23,0,True,True,0.133871,0.120812,0.0130589,0.16857,0.155125,-0.000394333,-9.02705e-05,0.133979,0.12092,True,0.493214375,0.133871,0.120812,0.0130589,True,0.133927,0.120868,0.0130592,True,0.133973,0.120913,0.0130595,True,0.133982,0.120923,0.0130593,True,0.133981,0.120922,0.0130591,True,0.770114,0.473998,0.604056,0.755224,0.421596,0.138322,0.137644,0.644761,0.33583,0.335899,0.173136,1.20179,0.027976,1.04386,3.5369e-80,1.04386,3.5369e-80,1.04386,-1.04386,1.04386,1.04386
88,train,24,0,True,True,0.099057,0.0941587,0.00489831,0.132725,0.127679,0.000721061,0.00103288,0.0991662,0.0942676,True,0.35681999999999997,0.099057,0.0941587,0.00489831,True,0.0991129,0.0942144,0.00489854,True,0.0991588,0.0942601,0.00489871,True,0.0991688,0.0942701,0.00489868,True,0.0991678,0.0942691,0.00489863,True,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.335968,0.336055,0.0212755,1.19997,0.00250587,1.04386,1.69387e-83,1.04386,1.69387e-83,1.04386,-1.04386,1.04386,1.04386
89,train,25,0,True,True,0.138278,0.119234,0.0190439,0.173119,0.153502,-0.00143803,-0.00114814,0.138391,0.119342,True,0.560572625,0.138278,0.119234,0.0190439,True,0.138336,0.11929,0.0190467,True,0.138384,0.119335,0.0190489,True,0.138394,0.119345,0.0190491,True,0.138393,0.119344,0.0190489,True,0.50609,0.566316,0.698648,0.753646,0.289464,0.770115,0.251963,0.648339,0.335772,0.335822,0.161265,1.20157,0.0241081,1.04386,8.11216e-87,1.04386,8.11216e-87,1.04386,-1.04386,1.04386,1.04386
90,train,26,0,True,True,0.143749,0.134646,0.00910335,0.178746,0.16939,-0.000665043,-0.000420959,0.14386,0.134763,True,0.5604003750000001,0.143749,0.134646,0.00910335,True,0.143807,0.134706,0.00910083,True,0.143854,0.134756,0.00909875,True,0.143864,0.134766,0.00909811,True,0.143863,0.134765,0.00909802,True,0.436849,0.770113,0.681453,0.713739,0.770114,0.151298,0.22418,0.735457,0.335876,0.335937,0.688539,0.953474,0.0268251,1.04386,3.88502e-90,1.04386,3.88502e-90,1.04386,-1.04386,1.04386,1.04386
91,train,27,0,True,True,0.147249,0.12892,0.018329,0.182349,0.163476,0.000532154,0.000907525,0.147361,0.129029,True,0.5420535000000001,0.147249,0.12892,0.018329,True,0.147308,0.128977,0.0183308,True,0.147355,0.129023,0.0183324,True,0.147365,0.129032,0.0183324,True,0.147363,0.129031,0.0183323,True,0.770114,0.770115,0.770115,0.770115,0.241903,0.12439,0.119561,0.770115,0.336016,0.336096,0.166963,1.20168,0.0261164,1.04386,1.86059e-93,1.04386,1.86059e-93,1.04386,-1.04386,1.04386,1.04386
92,train,28,0,True,True,0.109251,0.103432,0.0058187,0.143225,0.137231,0.000297784,0.000571923,0.10936,0.103541,True,0.36707737499999993,0.109251,0.103432,0.0058187,True,0.109307,0.103488,0.00581888,True,0.109353,0.103534,0.00581901,True,0.109363,0.103544,0.00581896,True,0.109362,0.103543,0.0058189,True,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.335842,0.335911,0.172035,1.20172,0.0323074,1.04386,8.9106e-97,1.04386,8.9106e-97,1.04386,-1.04386,1.04386,1.04386
93,train,29,0,True,True,0.118836,0.110478,0.00835825,0.153095,0.144488,0.000523743,0.000765424,0.118945,0.110587,True,0.36093624999999996,0.118836,0.110478,0.00835825,True,0.118892,0.110534,0.0083584,True,0.118938,0.11058,0.00835852,True,0.118948,0.11059,0.00835843,True,0.118947,0.110589,0.00835835,True,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.335962,0.336031,0.179254,1.20188,0.0303426,1.04386,4.2674e-100,1.04386,4.2674e-100,1.04386,-1.04386,1.04386,1.04386
94,train,30,0,True,True,0.138831,0.120192,0.0186396,0.173679,0.15449,0.000725093,0.00108639,0.13894,0.120301,True,0.4866560000000001,0.138831,0.120192,0.0186396,True,0.138888,0.120248,0.01864,True,0.138934,0.120294,0.0186402,True,0.138944,0.120304,0.01864,True,0.138942,0.120303,0.0186398,True,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.336076,0.336156,0.162546,1.2016,0.0271989,1.04386,2.04371e-103,1.04386,2.04371e-103,1.04386,-1.04386,1.04386,1.04386
95,train,31,0,True,True,0.0906788,0.0898783,0.000800543,0.124093,0.123268,0.00120592,0.00148197,0.0907876,0.0899868,True,0.315127875,0.0906788,0.0898783,0.000800543,True,0.0907344,0.0899337,0.000800677,True,0.0907799,0.0899792,0.000800776,True,0.0907899,0.0899891,0.000800827,True,0.090789,0.0899882,0.000800819,True,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.336022,0.33611,0.000128639,1.19993,0.0049552,1.04386,9.78762e-107,1.04386,9.78762e-107,1.04386,-1.04386,1.04386,1.04386
96,train,32,1,True,True,0.0950747,0.0947058,0.000368881,0.128243,0.128622,0.00149382,0.00168499,0.0948147,0.0951834,True,0.3103241375,0.0950747,0.0947058,0.000368881,True,0.0951304,0.0947616,0.000368824,True,0.0951761,0.0948073,0.000368781,True,0.0951859,0.0948172,0.000368724,True,0.095185,0.0948163,0.000368721,True,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.336122,0.336191,0.0583689,1.20019,1.04641,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386
97,train,33,1,True,True,0.0860987,0.0866375,-0.000538737,0.119929,0.119373,0.00378258,0.00393066,0.0867457,0.0862067,False,0.2686391125,0.0860987,0.0866375,-0.000538737,False,0.0861539,0.0866928,-0.000538913,False,0.0861992,0.0867382,-0.000539045,False,0.0862089,0.086748,-0.000539106,False,0.086208,0.0867471,-0.000539101,False,0.361298,0.0966629,0.122031,0.492813,0.349183,0.300039,0.218776,0.20831,0.336561,0.336637,-4.22602e-05,1.19993,1.04641,3.83671e-07,1.04386,-1.04386,1.04386,3.83671e-07,1.04386,1.04386,1.04386
