cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,sum_d_readout_out0_signed,sum_d_readout_out1_signed,d_output_bias_out0_signed,d_output_bias_out1_signed
189,train,62,1,True,True,0.2713,0.27224,-0.000940505,0.310811,0.309845,0.306324,0.300441,0.272348,0.271406,False,0.282842625,0.2713,0.27224,-0.000940505,False,0.271402,0.272342,-0.000940697,False,0.27141,0.272352,-0.00094202,False,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.00125413,0.00128151,-0.00564663,1.21046,0.0122556,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940731,-2.25209e-07,1.18364e-06,8.95106e-07,1.18364e-06,2.83468e-06,-7.0075709999999995e-06,-6.875029e-06,-8.95106e-07,-8.91835e-07
190,train,31,0,True,True,0.272238,0.271298,0.000940284,0.310809,0.309843,0.306322,0.300439,0.272346,0.271404,True,0.315127875,0.272238,0.271298,0.000940284,True,0.27234,0.2714,0.000940479,True,0.27235,0.271409,0.000941801,True,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.00125414,0.00128152,-0.00564621,1.21046,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940594,3.10656e-07,0.00234929,8.95102e-07,0.00234929,2.83467e-06,-0.011485989000000002,-0.0037024538000000004,-8.95102e-07,-8.91832e-07
191,train,63,1,True,True,0.271297,0.272237,-0.000940413,0.310809,0.309843,0.306321,0.300438,0.272345,0.271403,False,0.331628375,0.271297,0.272237,-0.000940413,False,0.271399,0.272339,-0.000940661,False,0.271408,0.27235,-0.000941993,False,0.306762,0.236775,0.145135,0.56106,0.770111,0.239122,0.139169,0.254893,0.00125414,0.00128153,-0.00564761,1.21046,0.0198623,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940721,-3.0769e-07,1.17443e-06,8.95099e-07,1.17443e-06,2.83466e-06,-6.921104e-06,-6.844193e-06,-8.95099e-07,-8.91828e-07
192,final_eval,0,0,False,False,0.272236,0.271296,0.000940409,0.310807,0.309841,0.305549,0.298933,0.272344,0.271402,True,0.44785987499999996,0.272236,0.271296,0.000940409,True,0.272338,0.271398,0.000940603,True,0.272348,0.271407,0.000941764,True,0.741245,0.57729,0.633202,0.770111,0.107267,0.142146,0.109099,0.502519,0.00125767,0.00128872,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
193,final_eval,1,0,False,False,0.272235,0.271294,0.000940298,0.310806,0.30984,0.305756,0.300218,0.272342,0.2714,True,0.383877,0.272235,0.271294,0.000940298,True,0.272337,0.271396,0.000940504,True,0.272347,0.271405,0.000941678,True,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.00125672,0.00128257,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
194,final_eval,2,0,False,False,0.272234,0.271293,0.000940353,0.310805,0.309839,0.305063,0.298167,0.272341,0.2714,True,0.29886775000000004,0.272234,0.271293,0.000940353,True,0.272336,0.271395,0.000940556,True,0.272346,0.271404,0.000941766,True,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.0012599,0.00129242,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
195,final_eval,3,0,False,False,0.272232,0.271291,0.000940146,0.310803,0.309837,0.306318,0.300438,0.272339,0.271398,True,0.34778837500000004,0.272232,0.271291,0.000940146,True,0.272334,0.271393,0.000940353,True,0.272344,0.271402,0.000941678,True,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.00125416,0.00128153,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
196,final_eval,4,0,False,False,0.272231,0.271291,0.000940288,0.310802,0.309836,0.305545,0.298929,0.272338,0.271397,True,0.383445,0.272231,0.271291,0.000940288,True,0.272333,0.271392,0.000940476,True,0.272343,0.271401,0.000941639,True,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.00125769,0.00128874,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
197,final_eval,5,0,False,False,0.272228,0.271288,0.00094002,0.3108,0.309834,0.306317,0.300437,0.272336,0.271395,True,0.37133174999999996,0.272228,0.271288,0.00094002,True,0.272331,0.27139,0.000940277,True,0.272341,0.271399,0.000941612,True,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.00125416,0.00128153,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
198,final_eval,6,0,False,False,0.272228,0.271287,0.000940049,0.310799,0.309833,0.305546,0.298933,0.272335,0.271394,True,0.54363975,0.272228,0.271287,0.000940049,True,0.27233,0.271389,0.000940264,True,0.27234,0.271398,0.00094143,True,0.676339,0.66374,0.770113,0.650108,0.375466,0.351668,0.149631,0.712053,0.00125769,0.00128872,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
199,final_eval,7,0,False,False,0.272226,0.271286,0.000940185,0.310798,0.309832,0.305754,0.300218,0.272334,0.271392,True,0.42723375,0.272226,0.271286,0.000940185,True,0.272328,0.271388,0.000940425,True,0.272338,0.271397,0.000941605,True,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.00125674,0.00128257,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
200,final_eval,8,0,False,False,0.272225,0.271285,0.00094015,0.310796,0.30983,0.305058,0.298164,0.272333,0.271391,True,0.41991187500000005,0.272225,0.271285,0.00094015,True,0.272327,0.271387,0.000940386,True,0.272337,0.271396,0.000941599,True,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.00125992,0.00129243,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
201,final_eval,9,0,False,False,0.272224,0.271284,0.000940122,0.310795,0.309829,0.306314,0.300434,0.272332,0.27139,True,0.512538975,0.272224,0.271284,0.000940122,True,0.272326,0.271386,0.00094033,True,0.272336,0.271395,0.000941656,True,0.715184,0.569406,0.590993,0.770114,0.328889,0.269307,0.0863048,0.770114,0.00125418,0.00128154,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
202,final_eval,10,0,False,False,0.272223,0.271283,0.000940298,0.310794,0.309828,0.306313,0.300433,0.272331,0.271389,True,0.34533500000000006,0.272223,0.271283,0.000940298,True,0.272325,0.271385,0.000940529,True,0.272335,0.271394,0.000941858,True,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.00125418,0.00128155,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
203,final_eval,11,0,False,False,0.272222,0.271282,0.00094012,0.310793,0.309827,0.305056,0.298163,0.27233,0.271388,True,0.40108024999999997,0.272222,0.271282,0.00094012,True,0.272324,0.271384,0.000940326,True,0.272334,0.271393,0.000941535,True,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.00125993,0.00129244,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
204,final_eval,12,0,False,False,0.272221,0.27128,0.000940306,0.310792,0.309826,0.305541,0.298929,0.272328,0.271387,True,0.49262754999999997,0.272221,0.27128,0.000940306,True,0.272323,0.271382,0.000940527,True,0.272333,0.271391,0.000941694,True,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.00125771,0.00128874,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
205,final_eval,13,0,False,False,0.272219,0.271279,0.00094029,0.31079,0.309824,0.30554,0.298926,0.272327,0.271385,True,0.41943698749999997,0.272219,0.271279,0.00094029,True,0.272321,0.271381,0.000940502,True,0.272332,0.27139,0.000941667,True,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.00125771,0.00128876,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
206,final_eval,14,0,False,False,0.272218,0.271278,0.000939987,0.310789,0.309823,0.30554,0.298929,0.272325,0.271384,True,0.5126675,0.272218,0.271278,0.000939987,True,0.27232,0.27138,0.000940202,True,0.27233,0.271388,0.000941368,True,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.00125771,0.00128874,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
207,final_eval,15,0,False,False,0.272217,0.271277,0.000940225,0.310788,0.309822,0.305539,0.298926,0.272325,0.271383,True,0.456683375,0.272217,0.271277,0.000940225,True,0.272319,0.271379,0.000940427,True,0.272329,0.271388,0.000941591,True,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.00125772,0.00128876,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
208,final_eval,16,0,False,False,0.272216,0.271276,0.00094014,0.310787,0.309821,0.306307,0.300427,0.272324,0.271382,True,0.30304525,0.272216,0.271276,0.00094014,True,0.272318,0.271377,0.000940336,True,0.272328,0.271386,0.00094166,True,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.00125421,0.00128158,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
209,final_eval,17,0,False,False,0.272214,0.271274,0.000940114,0.310785,0.309819,0.305537,0.298925,0.272322,0.271381,True,0.489279625,0.272214,0.271274,0.000940114,True,0.272317,0.271376,0.000940321,True,0.272327,0.271385,0.000941485,True,0.640951,0.717267,0.770113,0.685167,0.108697,0.284195,0.178522,0.529325,0.00125773,0.00128876,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
210,final_eval,18,0,False,False,0.272212,0.271272,0.00093989,0.310783,0.309818,0.305747,0.300215,0.27232,0.271379,True,0.6504165000000001,0.272212,0.271272,0.00093989,True,0.272314,0.271374,0.000940107,True,0.272324,0.271383,0.000941285,True,0.396961,0.770114,0.770115,0.710292,0.629719,0.710614,0.445404,0.770113,0.00125677,0.00128259,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
211,final_eval,19,0,False,False,0.272212,0.271272,0.00094015,0.310783,0.309817,0.305051,0.29816,0.27232,0.271378,True,0.531151625,0.272212,0.271272,0.00094015,True,0.272314,0.271374,0.00094034,True,0.272324,0.271383,0.000941546,True,0.770115,0.613438,0.73708,0.770115,0.288301,0.178341,0.121709,0.770114,0.00125996,0.00129245,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
212,final_eval,20,0,False,False,0.272211,0.271271,0.00094016,0.310781,0.309815,0.305744,0.30021,0.272318,0.271377,True,0.529248625,0.272211,0.271271,0.00094016,True,0.272313,0.271372,0.00094044,True,0.272323,0.271381,0.000941625,True,0.75562,0.482195,0.633557,0.770113,0.106731,0.619649,0.159538,0.706586,0.00125678,0.00128261,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
213,final_eval,21,0,False,False,0.272209,0.271269,0.000939917,0.31078,0.309814,0.305534,0.298923,0.272317,0.271375,True,0.3978995,0.272209,0.271269,0.000939917,True,0.272311,0.271371,0.00094018,True,0.272321,0.27138,0.000941354,True,0.618181,0.473595,0.444862,0.551244,0.122733,0.505327,0.128291,0.338963,0.00125774,0.00128877,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
214,final_eval,22,0,False,False,0.272208,0.271268,0.000939921,0.310778,0.309813,0.305533,0.298922,0.272315,0.271374,True,0.5125206250000001,0.272208,0.271268,0.000939921,True,0.27231,0.27137,0.000940133,True,0.27232,0.271379,0.000941299,True,0.572917,0.476237,0.588594,0.770113,0.330766,0.770113,0.260624,0.330801,0.00125775,0.00128878,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
215,final_eval,23,0,False,False,0.272207,0.271267,0.000940101,0.310778,0.309812,0.305742,0.300208,0.272315,0.271373,True,0.493214125,0.272207,0.271267,0.000940101,True,0.272309,0.271369,0.000940286,True,0.272319,0.271378,0.000941459,True,0.770112,0.473998,0.604056,0.755224,0.421596,0.138322,0.137644,0.644761,0.00125679,0.00128262,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
216,final_eval,24,0,False,False,0.272205,0.271265,0.000940031,0.310776,0.30981,0.306301,0.300424,0.272313,0.271371,True,0.35681999999999997,0.272205,0.271265,0.000940031,True,0.272307,0.271367,0.000940289,True,0.272317,0.271376,0.000941625,True,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.00125424,0.00128159,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
217,final_eval,25,0,False,False,0.272203,0.271263,0.000939769,0.310775,0.309809,0.30574,0.300207,0.272311,0.27137,True,0.560572375,0.272203,0.271263,0.000939769,True,0.272306,0.271365,0.000940027,True,0.272316,0.271374,0.000941212,True,0.50609,0.566316,0.698648,0.753646,0.289464,0.770113,0.251963,0.648339,0.0012568,0.00128263,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
218,final_eval,26,0,False,False,0.272203,0.271263,0.00093992,0.310773,0.309808,0.305531,0.298922,0.272311,0.271369,True,0.5604003750000001,0.272203,0.271263,0.00093992,True,0.272305,0.271365,0.000940079,True,0.272315,0.271374,0.000941238,True,0.436849,0.770113,0.681453,0.713739,0.770114,0.151298,0.22418,0.735457,0.00125775,0.00128877,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
219,final_eval,27,0,False,False,0.272202,0.271262,0.000940107,0.310773,0.309807,0.305046,0.298156,0.27231,0.271369,True,0.5420535000000001,0.272202,0.271262,0.000940107,True,0.272304,0.271364,0.000940313,True,0.272315,0.271373,0.000941521,True,0.770114,0.770115,0.770115,0.770115,0.241903,0.12439,0.119561,0.770115,0.00125998,0.00129247,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
220,final_eval,28,0,False,False,0.272201,0.271261,0.000940017,0.310771,0.309805,0.305737,0.300203,0.272308,0.271367,True,0.36707737499999993,0.272201,0.271261,0.000940017,True,0.272303,0.271363,0.000940228,True,0.272313,0.271372,0.000941404,True,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.00125681,0.00128264,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
221,final_eval,29,0,False,False,0.2722,0.27126,0.000940086,0.31077,0.309804,0.305044,0.298155,0.272308,0.271366,True,0.36093624999999996,0.2722,0.27126,0.000940086,True,0.272302,0.271362,0.00094029,True,0.272312,0.271371,0.000941498,True,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.00125999,0.00129247,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
222,final_eval,30,0,False,False,0.272198,0.271258,0.000940022,0.310769,0.309803,0.305528,0.298919,0.272306,0.271365,True,0.4866560000000001,0.272198,0.271258,0.000940022,True,0.2723,0.27136,0.000940223,True,0.272311,0.271369,0.000941387,True,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.00125777,0.00128879,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
223,final_eval,31,0,False,False,0.272197,0.271257,0.000940009,0.310768,0.309802,0.306296,0.300421,0.272305,0.271363,True,0.315127875,0.272197,0.271257,0.000940009,True,0.272299,0.271359,0.000940216,True,0.272309,0.271368,0.000941542,True,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.00125426,0.00128161,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
224,final_eval,32,1,False,False,0.271256,0.272196,-0.000940096,0.310767,0.309801,0.306295,0.30042,0.272304,0.271362,False,0.3103241375,0.271256,0.272196,-0.000940096,False,0.271358,0.272298,-0.0009403,False,0.271367,0.272309,-0.000941626,False,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.00125426,0.00128161,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
225,final_eval,33,1,False,False,0.271255,0.272195,-0.000940154,0.310766,0.3098,0.306294,0.300419,0.272303,0.271361,False,0.2686391125,0.271255,0.272195,-0.000940154,False,0.271357,0.272297,-0.000940354,False,0.271366,0.272308,-0.000941677,False,0.361298,0.0966629,0.122031,0.492813,0.349183,0.300039,0.218776,0.20831,0.00125427,0.00128162,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
226,final_eval,34,1,False,False,0.271254,0.272194,-0.000940223,0.310765,0.309798,0.306294,0.300419,0.272302,0.27136,False,0.247402075,0.271254,0.272194,-0.000940223,False,0.271356,0.272296,-0.000940422,False,0.271365,0.272307,-0.000941747,False,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.00125427,0.00128162,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
227,final_eval,35,1,False,False,0.271253,0.272193,-0.000940188,0.310763,0.309797,0.30504,0.298152,0.272301,0.271359,False,0.28502317499999996,0.271253,0.272193,-0.000940188,False,0.271355,0.272295,-0.000940389,False,0.271364,0.272305,-0.000941597,False,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.00126001,0.00129249,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
228,final_eval,36,1,False,False,0.271251,0.272191,-0.000940039,0.310761,0.309796,0.30504,0.298152,0.272299,0.271358,False,0.466908025,0.271251,0.272191,-0.000940039,False,0.271353,0.272293,-0.000940248,False,0.271362,0.272304,-0.000941457,False,0.16197,0.684524,0.770113,0.221052,0.0829502,0.459844,0.75628,0.598531,0.00126001,0.00129249,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
229,final_eval,37,1,False,False,0.27125,0.272191,-0.000940196,0.310761,0.309795,0.30573,0.300196,0.272298,0.271357,False,0.335891,0.27125,0.272191,-0.000940196,False,0.271352,0.272293,-0.000940399,False,0.271361,0.272303,-0.000941574,False,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770115,0.393734,0.00125684,0.00128268,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
230,final_eval,38,1,False,False,0.271247,0.272187,-0.000939625,0.310758,0.309792,0.306291,0.30042,0.272295,0.271354,False,0.382305125,0.271247,0.272187,-0.000939625,False,0.271349,0.272289,-0.000939898,False,0.271358,0.2723,-0.000941237,False,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.00125428,0.00128161,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
231,final_eval,39,1,False,False,0.271248,0.272189,-0.000940342,0.310759,0.309792,0.305038,0.29815,0.272297,0.271355,False,0.20175882499999997,0.271248,0.272189,-0.000940342,False,0.27135,0.272291,-0.000940527,False,0.271359,0.272301,-0.000941733,False,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.00126002,0.0012925,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
232,final_eval,40,1,False,False,0.271247,0.272187,-0.000940237,0.310757,0.309791,0.306288,0.300413,0.272295,0.271353,False,0.21241474999999999,0.271247,0.272187,-0.000940237,False,0.271349,0.272289,-0.000940424,False,0.271358,0.272299,-0.000941747,False,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.0012543,0.00128164,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
233,final_eval,41,1,False,False,0.271245,0.272186,-0.000940121,0.310755,0.309789,0.306287,0.300413,0.272293,0.271352,False,0.24675849999999996,0.271245,0.272186,-0.000940121,False,0.271347,0.272288,-0.000940312,False,0.271356,0.272298,-0.000941635,False,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.0012543,0.00128164,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
234,final_eval,42,1,False,False,0.271245,0.272185,-0.000940326,0.310755,0.309789,0.306286,0.300411,0.272293,0.271351,False,0.18587850000000003,0.271245,0.272185,-0.000940326,False,0.271347,0.272287,-0.000940507,False,0.271355,0.272297,-0.000941828,False,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.0012543,0.00128165,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
235,final_eval,43,1,False,False,0.271243,0.272184,-0.000940228,0.310753,0.309787,0.305035,0.298148,0.272291,0.27135,False,0.27282999999999996,0.271243,0.272184,-0.000940228,False,0.271345,0.272286,-0.00094042,False,0.271354,0.272296,-0.000941628,False,0.11078,0.257738,0.13034,0.399908,0.770115,0.240898,0.097806,0.175055,0.00126003,0.00129251,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
236,final_eval,44,1,False,False,0.271241,0.272181,-0.000940055,0.310751,0.309786,0.306286,0.300413,0.272289,0.271348,False,0.32688025,0.271241,0.272181,-0.000940055,False,0.271343,0.272283,-0.000940254,False,0.271352,0.272294,-0.00094158,False,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.00125431,0.00128165,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
237,final_eval,45,1,False,False,0.271241,0.272182,-0.000940396,0.310751,0.309785,0.305033,0.298147,0.272289,0.271348,False,0.16899925000000002,0.271241,0.272182,-0.000940396,False,0.271343,0.272284,-0.000940571,False,0.271352,0.272294,-0.000941782,False,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.00126004,0.00129252,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
238,final_eval,46,1,False,False,0.271239,0.272179,-0.000939937,0.310749,0.309783,0.305721,0.300189,0.272286,0.271345,False,0.31425375,0.271239,0.272179,-0.000939937,False,0.271341,0.272281,-0.000940142,False,0.27135,0.272291,-0.000941318,False,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.00125688,0.00128271,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
239,final_eval,47,1,False,False,0.271239,0.272179,-0.000940251,0.310748,0.309782,0.305721,0.300186,0.272286,0.271345,False,0.26820845,0.271239,0.272179,-0.000940251,False,0.27134,0.272281,-0.000940445,False,0.271349,0.272291,-0.000941615,False,0.162354,0.228891,0.0978166,0.426085,0.770114,0.161678,0.13612,0.162609,0.00125689,0.00128273,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
240,final_eval,48,1,False,False,0.271237,0.272177,-0.000940115,0.310747,0.309781,0.306282,0.300409,0.272285,0.271343,False,0.253805,0.271237,0.272177,-0.000940115,False,0.271339,0.272279,-0.000940308,False,0.271348,0.272289,-0.000941633,False,0.08,0.351668,0.279981,0.202821,0.554981,0.115102,0.24642,0.199467,0.00125432,0.00128166,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
241,final_eval,49,1,False,False,0.271235,0.272175,-0.00093978,0.310744,0.309779,0.305515,0.298912,0.272282,0.271341,False,0.49324425,0.271235,0.272175,-0.00093978,False,0.271337,0.272277,-0.000939996,False,0.271346,0.272287,-0.000941163,False,0.437398,0.585711,0.328765,0.48025,0.766049,0.770115,0.148938,0.428728,0.00125783,0.00128882,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
242,final_eval,50,1,False,False,0.271235,0.272175,-0.00094016,0.310744,0.309778,0.306281,0.30041,0.272283,0.271341,False,0.25741375,0.271235,0.272175,-0.00094016,False,0.271337,0.272277,-0.00094036,False,0.271345,0.272287,-0.000941685,False,0.121863,0.439552,0.500355,0.112137,0.08,0.123707,0.406674,0.275022,0.00125433,0.00128166,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
243,final_eval,51,1,False,False,0.271234,0.272174,-0.000940312,0.310744,0.309778,0.305717,0.300181,0.272282,0.27134,False,0.208235925,0.271234,0.272174,-0.000940312,False,0.271336,0.272276,-0.000940499,False,0.271345,0.272286,-0.000941672,False,0.0934422,0.186428,0.10577,0.280885,0.673256,0.147746,0.0947575,0.0836027,0.0012569,0.00128275,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
244,final_eval,52,1,False,False,0.271232,0.272172,-0.000940091,0.310742,0.309776,0.306278,0.300405,0.27228,0.271338,False,0.19452275,0.271232,0.272172,-0.000940091,False,0.271334,0.272274,-0.000940317,False,0.271343,0.272284,-0.000941647,False,0.08,0.25617,0.274205,0.152513,0.299029,0.186263,0.182402,0.1256,0.00125434,0.00128168,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
245,final_eval,53,1,False,False,0.27123,0.27217,-0.000939805,0.310739,0.309774,0.305716,0.300183,0.272277,0.271336,False,0.36896112499999995,0.27123,0.27217,-0.000939805,False,0.271332,0.272272,-0.000940009,False,0.271341,0.272282,-0.000941185,False,0.490344,0.306697,0.332631,0.596352,0.292771,0.227785,0.206721,0.498388,0.00125691,0.00128274,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
246,final_eval,54,1,False,False,0.27123,0.27217,-0.000940096,0.310739,0.309773,0.305027,0.298144,0.272278,0.271336,False,0.2491034375,0.27123,0.27217,-0.000940096,False,0.271331,0.272272,-0.000940294,False,0.271341,0.272282,-0.000941502,False,0.0908635,0.402777,0.436154,0.113948,0.189068,0.119883,0.402171,0.237963,0.00126007,0.00129253,7.76472e-10,1.2,,,,,,,,,,,,,,,,,,,
247,final_eval,55,1,False,False,0.271228,0.272168,-0.000939956,0.310737,0.309772,0.306277,0.300406,0.272276,0.271334,False,0.288436375,0.271228,0.272168,-0.000939956,False,0.27133,0.27227,-0.000940153,False,0.271339,0.27228,-0.000941479,False,0.10672,0.473012,0.469743,0.127738,0.256922,0.143785,0.435427,0.294144,0.00125435,0.00128168,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
248,final_eval,56,1,False,False,0.271227,0.272166,-0.00093987,0.310736,0.30977,0.305715,0.300184,0.272274,0.271333,False,0.3319903,0.271227,0.272166,-0.00093987,False,0.271328,0.272269,-0.000940072,False,0.271337,0.272279,-0.000941248,False,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.00125691,0.00128274,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
249,final_eval,57,1,False,False,0.271225,0.272165,-0.000939754,0.310734,0.309769,0.305715,0.300185,0.272272,0.271331,False,0.36300319999999997,0.271225,0.272165,-0.000939754,False,0.271327,0.272267,-0.000939964,False,0.271336,0.272277,-0.000941141,False,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.00125691,0.00128273,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
250,final_eval,58,1,False,False,0.271224,0.272164,-0.000939904,0.310734,0.309768,0.305714,0.300183,0.272272,0.271331,False,0.30504495000000004,0.271224,0.272164,-0.000939904,False,0.271326,0.272266,-0.000940107,False,0.271335,0.272276,-0.000941283,False,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.00125692,0.00128274,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
251,final_eval,59,1,False,False,0.271224,0.272164,-0.000940234,0.310733,0.309767,0.305711,0.300176,0.272272,0.27133,False,0.235791625,0.271224,0.272164,-0.000940234,False,0.271326,0.272266,-0.00094042,False,0.271335,0.272276,-0.000941593,False,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.00125693,0.00128277,1.2,7.76472e-10,,,,,,,,,,,,,,,,,,,
